Nome;Motor;Ano;Quilometragem;Zero_km;Acessórios;Valor
Durango;Motor 2.0 16v;2004;60996;False;['Bancos de couro', 'Painel digital', 'Câmbio automático', 'Câmera de estacionamento', '4 X 4', 'Controle de estabilidade', 'Rodas de liga', 'Teto panorâmico'];75263.24
Boxster;Motor Diesel V8;2013;73914;False;['Teto panorâmico', 'Sensor crepuscular', 'Bancos de couro', 'Sensor de estacionamento', 'Travas elétricas', 'Central multimídia', 'Controle de estabilidade', 'Rodas de liga'];147387.76
TT Roadster;Motor Diesel;1998;107392;False;['Ar condicionado', 'Sensor de estacionamento', 'Controle de tração', 'Freios ABS', 'Painel digital', 'Vidros elétricos', 'Piloto automático', 'Travas elétricas'];85311.4
Lamborghini Jalpa;Motor 1.8 16v;2018;9146;False;['Piloto automático', 'Freios ABS', 'Sensor de estacionamento', 'Vidros elétricos', 'Travas elétricas', 'Controle de tração', 'Sensor crepuscular', 'Câmbio automático'];54388.11
Classe SLK;Motor 4.0 Turbo;2019;;True;['4 X 4', 'Sensor de estacionamento', 'Controle de tração', 'Rodas de liga', 'Sensor de chuva', 'Ar condicionado', 'Freios ABS', 'Bancos de couro'];124156.65
Golf;Motor 1.0 8v;2018;17924;False;['Rodas de liga', 'Controle de tração', 'Sensor de chuva', 'Bancos de couro', 'Freios ABS', 'Painel digital', 'Câmbio automático', 'Sensor de estacionamento'];146203.34
C3 Picasso;Motor 3.0 32v;2019;;True;['Teto panorâmico', 'Sensor crepuscular', 'Sensor de chuva', 'Vidros elétricos', 'Ar condicionado', 'Controle de estabilidade', 'Câmera de estacionamento', 'Central multimídia'];56453.94
V50;Motor 2.0 16v;1990;116949;False;['Teto panorâmico', 'Câmera de estacionamento', 'Controle de estabilidade', 'Painel digital', 'Câmbio automático', 'Bancos de couro', 'Rodas de liga', 'Freios ABS'];68873.79
Picanto;Motor 4.0 Turbo;2009;20476;False;['Painel digital', 'Controle de estabilidade', 'Freios ABS', 'Travas elétricas', 'Piloto automático', 'Sensor de estacionamento', 'Vidros elétricos', 'Câmera de estacionamento'];91667.61
Cadenza;Motor Diesel V6;1990;52804;False;['Sensor crepuscular', 'Controle de estabilidade', 'Câmera de estacionamento', 'Rodas de liga', 'Vidros elétricos', 'Câmbio automático', 'Travas elétricas', 'Ar condicionado'];93776.52
Etios Sedã;Motor 5.0 V8 Bi-Turbo;2006;8849;False;['Ar condicionado', 'Vidros elétricos', 'Sensor de chuva', 'Freios ABS', 'Controle de tração', 'Sensor crepuscular', 'Câmbio automático', 'Teto panorâmico'];66433.82
Alsvin;Motor Diesel V8;2002;91724;False;['Central multimídia', 'Controle de estabilidade', 'Ar condicionado', 'Vidros elétricos', 'Controle de tração', 'Freios ABS', 'Sensor de estacionamento', 'Câmbio automático'];109059.27
Cadillac ATS;Motor Diesel V6;1991;32056;False;['Piloto automático', 'Rodas de liga', '4 X 4', 'Bancos de couro', 'Sensor de estacionamento', 'Vidros elétricos', 'Travas elétricas', 'Sensor crepuscular'];122069.97
Série 3 M3 Sedã;Motor Diesel V6;1992;74886;False;['Painel digital', 'Freios ABS', 'Ar condicionado', 'Bancos de couro', 'Controle de tração', 'Piloto automático', 'Câmera de estacionamento', '4 X 4'];113090.32
Classe S;Motor 3.0 32v;2019;;True;['Controle de tração', 'Teto panorâmico', 'Câmbio automático', 'Central multimídia', 'Bancos de couro', 'Vidros elétricos', 'Travas elétricas', 'Sensor de chuva'];89401.1
T6;Motor 3.0 32v;2019;;True;['Sensor de chuva', 'Câmera de estacionamento', '4 X 4', 'Câmbio automático', 'Travas elétricas', 'Painel digital', 'Piloto automático', 'Sensor crepuscular'];56842.79
Aston Martin DB7;Motor Diesel V8;2005;52189;False;['Travas elétricas', 'Painel digital', 'Sensor crepuscular', 'Controle de tração', 'Câmera de estacionamento', 'Teto panorâmico', 'Sensor de estacionamento', 'Ar condicionado'];146676.71
207 Sedan;Motor 4.0 Turbo;2010;83559;False;['Controle de tração', 'Central multimídia', 'Sensor de chuva', 'Câmera de estacionamento', 'Sensor de estacionamento', 'Bancos de couro', 'Painel digital', 'Piloto automático'];89511.96
Aston Martin Virage;Motor Diesel;2019;;True;['Travas elétricas', 'Controle de tração', 'Câmera de estacionamento', 'Bancos de couro', 'Rodas de liga', '4 X 4', 'Sensor de chuva', 'Painel digital'];97290.18
Azera;Motor 1.8 16v;2016;20328;False;['Bancos de couro', 'Controle de tração', 'Ar condicionado', 'Câmera de estacionamento', 'Câmbio automático', 'Vidros elétricos', 'Teto panorâmico', 'Freios ABS'];120673.56
Vantage Volante;Motor Diesel V8;2019;;True;['Freios ABS', 'Controle de tração', 'Central multimídia', 'Sensor crepuscular', 'Sensor de chuva', 'Piloto automático', 'Ar condicionado', 'Câmbio automático'];114434.94
Siena EL;Motor V8;2010;75577;False;['Freios ABS', 'Sensor crepuscular', 'Controle de tração', 'Rodas de liga', 'Ar condicionado', 'Travas elétricas', 'Sensor de estacionamento', 'Central multimídia'];139546.69
Palio Adventure;Motor Diesel V8;1994;33659;False;['Teto panorâmico', 'Central multimídia', 'Piloto automático', 'Rodas de liga', 'Vidros elétricos', 'Sensor de chuva', 'Controle de tração', 'Painel digital'];95078.16
HB20X;Motor V8;2001;104341;False;['Sensor crepuscular', 'Teto panorâmico', 'Painel digital', 'Câmbio automático', 'Central multimídia', 'Sensor de estacionamento', 'Travas elétricas', 'Bancos de couro'];68091.77
HR;Motor 5.0 V8 Bi-Turbo;2014;25510;False;['Controle de tração', 'Câmbio automático', '4 X 4', 'Controle de estabilidade', 'Rodas de liga', 'Freios ABS', 'Sensor crepuscular', 'Ar condicionado'];61496.97
Cadillac STS V-Series;Motor 2.0 16v;1996;18965;False;['Vidros elétricos', 'Piloto automático', 'Câmbio automático', 'Sensor crepuscular', 'Sensor de chuva', 'Controle de estabilidade', 'Rodas de liga', 'Ar condicionado'];139669.3
Série 1 Coupé;Motor 1.0 8v;1993;87161;False;['Controle de estabilidade', 'Teto panorâmico', 'Bancos de couro', 'Controle de tração', 'Câmera de estacionamento', 'Freios ABS', 'Piloto automático', 'Vidros elétricos'];80661.39
SpaceFox;Motor V8;1993;6652;False;['Sensor crepuscular', '4 X 4', 'Painel digital', 'Câmbio automático', 'Controle de tração', 'Central multimídia', 'Vidros elétricos', 'Travas elétricas'];61783.65
C30;Motor 1.0 8v;2001;55738;False;['Teto panorâmico', 'Freios ABS', 'Sensor crepuscular', 'Ar condicionado', 'Painel digital', 'Central multimídia', 'Controle de estabilidade', '4 X 4'];52805.91
J3 Turin;Motor V6;2019;;True;['Sensor crepuscular', 'Câmera de estacionamento', 'Sensor de estacionamento', 'Rodas de liga', 'Freios ABS', 'Vidros elétricos', 'Câmbio automático', '4 X 4'];127024.75
Classe B;Motor Diesel V8;2019;;True;['4 X 4', 'Bancos de couro', 'Sensor crepuscular', 'Rodas de liga', 'Central multimídia', 'Painel digital', 'Travas elétricas', 'Freios ABS'];135543
Parati;Motor Diesel V8;2019;;True;['Sensor de estacionamento', 'Piloto automático', 'Controle de tração', 'Travas elétricas', 'Painel digital', 'Bancos de couro', 'Rodas de liga', 'Controle de estabilidade'];121708.73
Cadillac CTS V-Series;Motor 4.0 Turbo;2007;64320;False;['Piloto automático', 'Ar condicionado', 'Central multimídia', 'Bancos de couro', 'Vidros elétricos', 'Câmbio automático', 'Controle de tração', 'Controle de estabilidade'];107342.68
Sedan;Motor V8;2019;;True;['Bancos de couro', 'Central multimídia', 'Freios ABS', 'Ar condicionado', 'Travas elétricas', 'Painel digital', '4 X 4', 'Rodas de liga'];57888.1
Classe CLS 63 AMG;Motor Diesel V6;2016;68678;False;['Freios ABS', 'Vidros elétricos', 'Câmbio automático', 'Teto panorâmico', 'Painel digital', 'Ar condicionado', 'Sensor crepuscular', 'Travas elétricas'];118161.48
Aircross;Motor 1.0 8v;2014;71697;False;['Controle de tração', 'Piloto automático', 'Câmera de estacionamento', 'Sensor de chuva', 'Travas elétricas', 'Vidros elétricos', 'Sensor de estacionamento', 'Câmbio automático'];142499.06
Aston Martin V12 Vantage;Motor V8;2019;;True;['Bancos de couro', 'Central multimídia', 'Controle de estabilidade', 'Sensor crepuscular', 'Sensor de chuva', 'Sensor de estacionamento', 'Piloto automático', 'Vidros elétricos'];128396.11
Sandero;Motor Diesel;2015;34783;False;['Piloto automático', 'Teto panorâmico', 'Câmbio automático', 'Sensor de estacionamento', 'Vidros elétricos', 'Travas elétricas', 'Bancos de couro', 'Câmera de estacionamento'];112350.61
New Fiesta;Motor 5.0 V8 Bi-Turbo;2015;33772;False;['Controle de tração', 'Travas elétricas', '4 X 4', 'Ar condicionado', 'Painel digital', 'Rodas de liga', 'Controle de estabilidade', 'Central multimídia'];124661.38
XKR;Motor Diesel;1996;85127;False;['Controle de tração', 'Ar condicionado', 'Travas elétricas', 'Bancos de couro', 'Rodas de liga', 'Sensor crepuscular', 'Câmera de estacionamento', 'Sensor de estacionamento'];54263.16
X5;Motor Diesel;2002;13606;False;['Controle de tração', 'Piloto automático', 'Travas elétricas', 'Rodas de liga', 'Vidros elétricos', 'Câmera de estacionamento', 'Câmbio automático', 'Painel digital'];62041.32
Cadillac DTS;Motor 1.8 16v;2005;35647;False;['Central multimídia', 'Rodas de liga', 'Câmbio automático', 'Freios ABS', 'Piloto automático', 'Travas elétricas', 'Câmera de estacionamento', 'Controle de estabilidade'];129296.11
Pajero Dakar;Motor 4.0 Turbo;1995;95128;False;['Piloto automático', 'Sensor de chuva', 'Controle de estabilidade', 'Teto panorâmico', 'Vidros elétricos', 'Central multimídia', 'Câmbio automático', 'Controle de tração'];60998.33
Classe A;Motor 1.0 8v;1999;14046;False;['Controle de tração', 'Central multimídia', 'Sensor de estacionamento', 'Piloto automático', 'Bancos de couro', 'Travas elétricas', 'Sensor crepuscular', 'Câmera de estacionamento'];58008.5
Ford Focus Fastback;Motor 4.0 Turbo;2005;41194;False;['Bancos de couro', 'Câmera de estacionamento', 'Sensor crepuscular', 'Sensor de estacionamento', 'Painel digital', 'Piloto automático', 'Travas elétricas', 'Vidros elétricos'];82304.19
Partner;Motor 2.4 Turbo;2019;;True;['Central multimídia', 'Controle de tração', 'Travas elétricas', 'Freios ABS', 'Sensor de chuva', 'Rodas de liga', 'Painel digital', 'Sensor de estacionamento'];114531.74
R8;Motor V6;1997;96100;False;['4 X 4', 'Controle de estabilidade', 'Câmera de estacionamento', 'Piloto automático', 'Travas elétricas', 'Central multimídia', 'Bancos de couro', 'Vidros elétricos'];128565.61
Aston Martin DBS Volante;Motor 4.0 Turbo;1990;103900;False;['Central multimídia', 'Controle de estabilidade', 'Sensor crepuscular', 'Teto panorâmico', 'Câmbio automático', 'Sensor de estacionamento', 'Sensor de chuva', 'Travas elétricas'];126488.26
Mohave;Motor Diesel V6;2001;43814;False;['Travas elétricas', 'Central multimídia', 'Painel digital', 'Câmbio automático', 'Controle de tração', 'Ar condicionado', 'Rodas de liga', 'Sensor crepuscular'];119074.55
Fusca;Motor 3.0 32v;2013;24638;False;['Câmbio automático', 'Teto panorâmico', 'Sensor de chuva', 'Freios ABS', '4 X 4', 'Rodas de liga', 'Travas elétricas', 'Piloto automático'];130238.04
Chana Family;Motor V8;2019;;True;['Piloto automático', 'Teto panorâmico', 'Sensor de estacionamento', 'Câmera de estacionamento', '4 X 4', 'Central multimídia', 'Rodas de liga', 'Travas elétricas'];115760.17
XC40;Motor 2.4 Turbo;2017;110966;False;['Sensor de chuva', 'Central multimídia', 'Vidros elétricos', 'Câmera de estacionamento', 'Sensor de estacionamento', 'Travas elétricas', 'Teto panorâmico', 'Painel digital'];121248
Phantom I Jonckheere Aerodynamic Coupe;Motor 1.8 16v;2011;15987;False;['Sensor crepuscular', 'Travas elétricas', 'Piloto automático', 'Câmera de estacionamento', 'Central multimídia', 'Vidros elétricos', 'Freios ABS', 'Sensor de chuva'];98156.35
Boxer;Motor V6;2005;53369;False;['Travas elétricas', 'Piloto automático', 'Vidros elétricos', 'Câmera de estacionamento', 'Sensor crepuscular', 'Sensor de chuva', 'Central multimídia', '4 X 4'];112146.8
Chana Cargo;Motor 2.0 16v;2007;10077;False;['Teto panorâmico', '4 X 4', 'Central multimídia', 'Sensor de chuva', 'Sensor de estacionamento', 'Ar condicionado', 'Câmera de estacionamento', 'Piloto automático'];102729.63
Dodge Dakota;Motor Diesel;1993;71544;False;['Controle de tração', 'Sensor de estacionamento', 'Piloto automático', 'Central multimídia', '4 X 4', 'Painel digital', 'Câmera de estacionamento', 'Vidros elétricos'];141083.35
X1;Motor Diesel V8;1991;107;False;['4 X 4', 'Teto panorâmico', 'Ar condicionado', 'Rodas de liga', 'Painel digital', 'Câmera de estacionamento', 'Controle de tração', 'Piloto automático'];102968.76
GLA;Motor 1.0 8v;1991;8394;False;['Sensor de chuva', 'Câmera de estacionamento', 'Freios ABS', 'Controle de estabilidade', 'Central multimídia', 'Controle de tração', 'Teto panorâmico', 'Sensor crepuscular'];76310.01
Range Rover Sport;Motor 1.0 8v;1997;41498;False;['Sensor de estacionamento', 'Câmera de estacionamento', 'Freios ABS', 'Bancos de couro', 'Ar condicionado', '4 X 4', 'Painel digital', 'Piloto automático'];120481.74
DS3;Motor 1.8 16v;2000;116002;False;['Controle de estabilidade', 'Ar condicionado', 'Câmbio automático', 'Freios ABS', 'Sensor de chuva', '4 X 4', 'Sensor de estacionamento', 'Travas elétricas'];54559.18
Veracruz;Motor Diesel V8;2007;100858;False;['Controle de estabilidade', 'Câmera de estacionamento', 'Travas elétricas', 'Central multimídia', '4 X 4', 'Teto panorâmico', 'Sensor de estacionamento', 'Piloto automático'];92957.64
Cadillac CTS coupe, sedan, and wagon;Motor V8;2006;67475;False;['Sensor de chuva', 'Sensor de estacionamento', 'Controle de estabilidade', 'Teto panorâmico', 'Sensor crepuscular', 'Bancos de couro', 'Travas elétricas', 'Painel digital'];127810.06
i30 CW;Motor Diesel;2015;8497;False;['Sensor de chuva', 'Vidros elétricos', 'Controle de estabilidade', 'Sensor crepuscular', 'Teto panorâmico', 'Painel digital', 'Travas elétricas', 'Freios ABS'];73311.75
Phantom III;Motor Diesel V6;2008;4420;False;['Vidros elétricos', 'Bancos de couro', 'Piloto automático', 'Ar condicionado', 'Travas elétricas', 'Painel digital', 'Teto panorâmico', 'Controle de tração'];65138.03
A3 Sedan;Motor V6;2019;;True;['Ar condicionado', 'Sensor de chuva', 'Travas elétricas', 'Vidros elétricos', '4 X 4', 'Teto panorâmico', 'Câmera de estacionamento', 'Piloto automático'];90141.47
Aston Martin DB9 Volante;Motor 2.0 16v;1996;58537;False;['Central multimídia', 'Bancos de couro', 'Câmera de estacionamento', 'Travas elétricas', 'Rodas de liga', 'Painel digital', 'Teto panorâmico', 'Vidros elétricos'];71160.36
Série 7 Sedã;Motor Diesel;2019;;True;['Vidros elétricos', 'Travas elétricas', 'Rodas de liga', 'Controle de estabilidade', 'Sensor crepuscular', 'Câmbio automático', 'Freios ABS', 'Ar condicionado'];67539.79
Lamborghini Reventón;Motor 4.0 Turbo;2019;;True;['Controle de tração', 'Ar condicionado', 'Central multimídia', 'Bancos de couro', 'Câmera de estacionamento', 'Travas elétricas', 'Sensor de chuva', 'Vidros elétricos'];67664.86
Grand Livina;Motor 2.0 16v;2014;112016;False;['Controle de tração', 'Teto panorâmico', 'Vidros elétricos', '4 X 4', 'Câmbio automático', 'Bancos de couro', 'Painel digital', 'Sensor de chuva'];68652.16
V60;Motor Diesel;2004;91840;False;['Rodas de liga', 'Sensor crepuscular', 'Ar condicionado', 'Sensor de estacionamento', 'Bancos de couro', 'Câmbio automático', 'Central multimídia', 'Teto panorâmico'];114728.74
Effa Hafei Picape Cabine Dupla;Motor V6;2008;112787;False;['Sensor crepuscular', 'Controle de tração', 'Bancos de couro', 'Vidros elétricos', 'Painel digital', 'Piloto automático', 'Rodas de liga', 'Teto panorâmico'];141645.08
Benni Mini;Motor V8;2019;;True;['Sensor crepuscular', 'Câmbio automático', 'Câmera de estacionamento', 'Freios ABS', 'Sensor de chuva', 'Controle de estabilidade', 'Painel digital', 'Sensor de estacionamento'];126247.84
Uno;Motor Diesel V6;2019;;True;['Central multimídia', 'Sensor crepuscular', 'Controle de estabilidade', 'Ar condicionado', 'Freios ABS', 'Controle de tração', 'Teto panorâmico', 'Câmbio automático'];128852.21
L200 Savana;Motor 2.0 16v;2012;9293;False;['Sensor de chuva', 'Vidros elétricos', 'Painel digital', 'Teto panorâmico', 'Controle de tração', 'Câmbio automático', 'Central multimídia', 'Sensor de estacionamento'];132384.76
Santa Fe;Motor 3.0 32v;2019;;True;['Travas elétricas', 'Ar condicionado', '4 X 4', 'Rodas de liga', 'Câmbio automático', 'Sensor de estacionamento', 'Central multimídia', 'Freios ABS'];129415.33
RS5;Motor V6;1996;55083;False;['Painel digital', 'Câmbio automático', 'Vidros elétricos', 'Câmera de estacionamento', 'Bancos de couro', 'Controle de tração', 'Ar condicionado', 'Central multimídia'];89536.82
Cerato;Motor V6;2011;48796;False;['Sensor de estacionamento', 'Câmera de estacionamento', 'Freios ABS', 'Vidros elétricos', 'Controle de estabilidade', 'Câmbio automático', 'Controle de tração', 'Bancos de couro'];87975.3
XC60;Motor 4.0 Turbo;2019;;True;['Painel digital', 'Piloto automático', 'Central multimídia', 'Controle de tração', 'Travas elétricas', 'Rodas de liga', 'Controle de estabilidade', '4 X 4'];77675.79
LS 460L;Motor Diesel V8;2010;89685;False;['Rodas de liga', 'Freios ABS', 'Controle de tração', 'Câmbio automático', 'Câmera de estacionamento', '4 X 4', 'Painel digital', 'Travas elétricas'];58881.67
Lamborghini Sesto Elemento;Motor V8;2007;85384;False;['Sensor crepuscular', 'Freios ABS', 'Ar condicionado', 'Painel digital', 'Travas elétricas', 'Bancos de couro', 'Sensor de estacionamento', '4 X 4'];55081.99
Lamborghini Huracán;Motor V8;1994;98108;False;['Sensor de chuva', 'Sensor de estacionamento', 'Câmera de estacionamento', 'Bancos de couro', 'Rodas de liga', '4 X 4', 'Câmbio automático', 'Vidros elétricos'];118826.44
A7;Motor 1.0 8v;2007;71280;False;['Sensor de chuva', 'Vidros elétricos', 'Sensor crepuscular', '4 X 4', 'Câmbio automático', 'Controle de tração', 'Bancos de couro', 'Painel digital'];137627.62
Phantom 2013;Motor V8;2014;27505;False;['Controle de estabilidade', 'Piloto automático', 'Câmbio automático', 'Câmera de estacionamento', 'Controle de tração', 'Teto panorâmico', 'Painel digital', 'Ar condicionado'];51759.58
Cadillac Ciel concept;Motor V8;1991;29981;False;['Bancos de couro', 'Painel digital', 'Sensor de chuva', 'Travas elétricas', 'Sensor de estacionamento', 'Vidros elétricos', 'Rodas de liga', 'Piloto automático'];51667.06
Classe GLK;Motor 5.0 V8 Bi-Turbo;2002;52637;False;['Rodas de liga', 'Controle de tração', 'Câmbio automático', 'Teto panorâmico', 'Ar condicionado', '4 X 4', 'Central multimídia', 'Sensor crepuscular'];68934.03
Aston Martin DB5;Motor Diesel;1996;7685;False;['Ar condicionado', '4 X 4', 'Câmbio automático', 'Freios ABS', 'Controle de tração', 'Câmera de estacionamento', 'Painel digital', 'Central multimídia'];122110.9
Macan;Motor Diesel V6;1992;50188;False;['Central multimídia', 'Teto panorâmico', 'Vidros elétricos', 'Controle de tração', 'Rodas de liga', 'Freios ABS', 'Câmera de estacionamento', 'Travas elétricas'];90381.47
